assembly	MotA_to_MotB_count	FliQ_to_FliR_count	FlgB_to_FlgC_count	FliP_to_FliQ_count	FliR_to_FlhB_count	FlgK_to_FlgL_count	FliF_to_FliG_count	FliO_to_FliP_count	FliG_to_FliH_count	FliH_to_FliI_count	FliI_to_FliJ_count	FliM_to_FliN_count	FlgF_to_FlgG_count	FliN_to_FliO_count	FliL_to_FliM_count	FlhB_to_FlhA_count	FliE_to_FliF_count	FlgC_to_FliE_count	FlgI_to_FlgJ_count	FliD_to_FliS_count	FlgD_to_FlgE_count	FlhA_to_FlhF_count	FlhF_to_FlhG_count	FliK_to_FlgD_count	FlgH_to_FlgI_count	FlgM_to_FlgN_count	FliC_to_FliC_count	FlgN_to_FlgK_count	FlgG_to_FlgA_count	FlaG_to_FliD_count	FlgA_to_FlgH_count	FliS_to_FliT_count	FlgC_to_FlgD_count	FlhG_to_FliA_count	FlgG_to_FlgH_count	FlgJ_to_FlgK_count	FliW_to_CsrA_count	FlgA_to_FlgM_count	FliJ_to_FliK_count	FliK_to_FliL_count	FlgE_to_FlgF_count	FliC_to_FlaG_count	SwrD_to_MotA_count	FlgD_to_Putative_count	FlgE_to_SwrD_count	Putative_to_FlgE_count	FlgL_to_FliW_count	FliJ_to_MotE_count	MotB_to_FliL_count	FliC_to_FliD_count	FlgJ_to_FlgN_count	FlrC_to_FliE_count	FliN_to_FliP_count	MotE_to_FliK_count	FlgE_to_FlgK_count	FliH_to_FliN_count	FlhD_to_FlhC_count	FliE_to_FliQ_count	YviE_to_FliW_count	FlgL_to_YviE_count	CsrA_to_FliC_count	FliA_to_MotA_count	FlaF_to_FlbT_count	FlhA_to_FliR_count	YvyF_to_FlgM_count	FlgH_to_FliL_count	FlhG_to_PilZ_count	FlgG_to_FlgJ_count	FlhA_to_FliA_count	FliF_to_FliH_count	FlhC_to_MotA_count	FliC_to_FliS_count	SwrD_to_FliL_count	FlgJ_to_FlgM_count	FliN_to_FlrC_count	FlgK_to_FlgK_count	FlgL_to_FliC_count	FliC_to_FlaF_count	FlbT_to_FlaF_count	CsrA_to_FliW_count	FlrC_to_FlgB_count	CsrA_to_FlaG_count	FlgE_to_FliL_count	FlrC_to_FlhA_count	FliT_to_FliK_count	FlgA_to_FlgI_count	FlgL_to_CsrA_count	FliL_to_FliN_count	MotB_to_FliM_count	FliN_to_FliG_count	FliM_to_MotE_count	FliL_to_FliP_count	FlgD_to_FliQ_count	FliE_to_FlgG_count	FlbT_to_FlgD_count	FliG_to_FlhB_count	MotA_to_FliM_count	MotB_to_MotC_count	FliA_to_FlgF_count	FlbT_to_DUF1217_count	FliA_to_SwrB_count	MotB_to_FlgE_count	FliQ_to_FlhA_count	FliT_to_FlrA_count	FlgF_to_FliI_count	MotC_to_FliK_count	FlgN_to_PilZ_count	FliD_to_FliT_count	FlgL_to_FlaF_count	FliC_to_FlbT_count	FlgO_to_FlgO_count	MotE_to_MotA_count	MotE_to_MotK_count	FliQ_to_FlgF_count	FlgL_to_MotA_count	FlgM_to_FlgK_count	FliJ_to_Transglycosylase_count	FlgE_to_MotA_count	FlaG_to_FliS_count	FliL_to_MotE_count	FlgN_to_FliC_count	DUF1217_to_FlgF_count	FliP_to_FliC_count	MotE_to_FlgH_count	FlgI_to_MotE_count	FlaG_to_FliC_count	MotB_to_MotB_count	MotA_to_MotK_count	FliL_to_FliA_count	FliR_to_FlgJ_count	FlhF_to_FliA_count	FlgO_to_FlgP_count	FliA_to_FliM_count	FlgP_to_FlgT_count	PilZ_to_FliA_count	FliC_to_FliF_count	FliA_to_FliC_count	FliN_to_MotA_count	FlhB_to_FliD_count	MotB_to_MotA_count	FliS_to_FliD_count	FliH_to_MotB_count	FlhA_to_FliI_count	FliS_to_FlrA_count	FlhA_to_FlhE_count	SwrB_to_FlgF_count	MotA_to_FlrC_count	FliA_to_FliZ_count	domain	phylum	class	order	family	genus	species
RS_GCF_023612255.1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Rhodanobacteraceae	g__Luteibacter	s__Luteibacter sp900119235
GB_GCA_944390115.1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	4	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Succinivibrionaceae	g__Anaerobiospirillum	s__Anaerobiospirillum sp944390115
GB_GCA_903953985.1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	2	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Limnohabitans_A	s__Limnohabitans_A sp903953985
GB_GCA_002391465.1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota_G	c__Limnochordia	o__DTU010	f__DTU010	g__UBA3910	s__UBA3910 sp002391465
GB_GCA_011052215.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JAADHQ01	f__JAADHQ01	g__JAADHQ01	s__JAADHQ01 sp011052215
RS_GCF_900101955.1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	2	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Desulfobacterota_F	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Pseudodesulfuromonas	s__Pseudodesulfuromonas thiophila
GB_GCA_004356985.1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__SMXQ01	f__SMXQ01	g__SMXQ01	s__SMXQ01 sp004356985
GB_GCA_020726285.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__WGAL01	s__WGAL01 sp020726285
RS_GCF_900046455.1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Cellulomonadaceae	g__Cellulomonas_A	s__Cellulomonas_A timonensis
GB_GCA_003498085.1	1	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__UBA9089	c__UBA9088	o__UBA9088	f__UBA9088	g__UBA9088	s__UBA9088 sp003498085
RS_GCF_014205225.1	1	0	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Actinoplanes	s__Actinoplanes octamycinicus
RS_GCF_003363135.1	1	2	1	1	2	2	1	2	2	1	1	1	2	2	2	0	1	1	2	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Alteriqipengyuania	s__Alteriqipengyuania lutimaris
GB_GCA_002452425.1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfurimonas	s__Sulfurimonas sp002452425
GB_GCA_007124075.1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Roseimaritima	s__Roseimaritima sp007124075
RS_GCF_004358675.1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Meridianimarinicoccus	s__Meridianimarinicoccus aquatilis
GB_GCA_007126465.1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	d__Bacteria	p__Bacillota_D	c__Dethiobacteria	o__DTU022	f__DTU022	g__T3SED10-7	s__T3SED10-7 sp007126465
GB_GCA_002163065.1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Arcobacteraceae	g__MAAG01	s__MAAG01 sp002163065
RS_GCF_002327105.1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Xanthomonadales	f__Xanthomonadaceae	g__Luteimonas_D	s__Luteimonas_D chenhongjianii
GB_GCA_019117485.1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__Agathobaculum intestinipullorum
RS_GCF_002913225.1	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter_A	s__Campylobacter_A concisus_J
GB_GCA_023412215.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Acetanaerobacterium	s__Acetanaerobacterium sp023412215
GB_GCA_024233575.1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Criblamydiaceae	g__JACKPN01	s__JACKPN01 sp024233575
RS_GCF_900163965.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio ruber
GB_GCA_023664445.1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__UBA1394	s__UBA1394 sp023664445
RS_GCF_018326005.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp002901475
RS_GCF_002858715.1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Chimaeribacter	s__Chimaeribacter coloradensis
RS_GCF_001486585.1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_A	s__Paenibacillus_A senegalimassiliensis
RS_GCF_900129125.1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Acidocella	s__Acidocella aminolytica
GB_GCA_903885415.1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__CAISIP01	s__CAISIP01 sp903885415
RS_GCF_000425705.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_D	f__Halobacillaceae	g__Halobacillus	s__Halobacillus kuroshimensis
GB_GCA_902782705.1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	p__Bacillota_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__RUG12372	s__RUG12372 sp902782705
